Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
response to peptide (GO:1901652),2/34,0.1500030782337889,0.2668072721073567,0,0,3.0416666666666665,5.770344201594302,STAT1;FYN,GO_Biological_Process_2018
bone development (GO:0060348),2/34,0.1500030782337889,0.2668072721073567,0,0,3.0416666666666665,5.770344201594302,RARG;LRRC17,GO_Biological_Process_2018
regulation of insulin receptor signaling pathway (GO:0046626),2/34,0.1500030782337889,0.2668072721073567,0,0,3.0416666666666665,5.770344201594302,GRB14;OGT,GO_Biological_Process_2018
negative regulation of endothelial cell migration (GO:0010596),2/34,0.1500030782337889,0.2668072721073567,0,0,3.0416666666666665,5.770344201594302,MECP2;NR2F2,GO_Biological_Process_2018
positive regulation of chemokine production (GO:0032722),2/34,0.1500030782337889,0.2668072721073567,0,0,3.0416666666666665,5.770344201594302,EGR1;HIF1A,GO_Biological_Process_2018
anterior/posterior pattern specification (GO:0009952),2/34,0.1500030782337889,0.2668072721073567,0,0,3.0416666666666665,5.770344201594302,SMAD2;CELSR2,GO_Biological_Process_2018
protein insertion into mitochondrial membrane (GO:0051204),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,MOAP1,GO_Biological_Process_2018
positive regulation of smooth muscle cell apoptotic process (GO:0034393),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,E2F3,GO_Biological_Process_2018
positive regulation of macrophage differentiation (GO:0045651),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,LIF,GO_Biological_Process_2018
positive regulation of extracellular matrix assembly (GO:1901203),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SMAD3,GO_Biological_Process_2018
cell migration involved in heart development (GO:0060973),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SNAI2,GO_Biological_Process_2018
cellular response to nitric oxide (GO:0071732),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CDK2,GO_Biological_Process_2018
histone H2A-K119 monoubiquitination (GO:0036353),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,BMI1,GO_Biological_Process_2018
"regulation of synaptic transmission, dopaminergic (GO:0032225)",1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,FLOT1,GO_Biological_Process_2018
regulation of establishment of protein localization to mitochondrion (GO:1903747),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SREBF1,GO_Biological_Process_2018
stress-induced premature senescence (GO:0090400),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,TP53,GO_Biological_Process_2018
4-hydroxyproline metabolic process (GO:0019471),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,EGLN2,GO_Biological_Process_2018
cellular response to forskolin (GO:1904322),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,AHR,GO_Biological_Process_2018
cellular response to angiotensin (GO:1904385),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,RELA,GO_Biological_Process_2018
negative regulation of protein homooligomerization (GO:0032463),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SRC,GO_Biological_Process_2018
aorta development (GO:0035904),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,JAG1,GO_Biological_Process_2018
glomerular visceral epithelial cell development (GO:0072015),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,JAG1,GO_Biological_Process_2018
establishment of integrated proviral latency (GO:0075713),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,XRCC6,GO_Biological_Process_2018
T-helper 17 cell differentiation (GO:0072539),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,STAT3,GO_Biological_Process_2018
amyloid fibril formation (GO:1990000),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,MDM2,GO_Biological_Process_2018
"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine (GO:0019919)",1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CARM1,GO_Biological_Process_2018
positive regulation of mitotic metaphase/anaphase transition (GO:0045842),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,RB1,GO_Biological_Process_2018
cellular response to reactive nitrogen species (GO:1902170),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CDK2,GO_Biological_Process_2018
"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay (GO:0031086)",1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,DCP1A,GO_Biological_Process_2018
regulation of protein deacetylation (GO:0090311),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,EP300,GO_Biological_Process_2018
desmosome organization (GO:0002934),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SNAI2,GO_Biological_Process_2018
protein K6-linked ubiquitination (GO:0085020),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,BRCA1,GO_Biological_Process_2018
establishment of Golgi localization (GO:0051683),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,YWHAZ,GO_Biological_Process_2018
negative regulation of protein complex disassembly (GO:0043242),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,HDAC6,GO_Biological_Process_2018
positive regulation of early endosome to late endosome transport (GO:2000643),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,VPS11,GO_Biological_Process_2018
spleen development (GO:0048536),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,TCF21,GO_Biological_Process_2018
response to forskolin (GO:1904321),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,AHR,GO_Biological_Process_2018
multi-ciliated epithelial cell differentiation (GO:1903251),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,E2F4,GO_Biological_Process_2018
Schwann cell development (GO:0014044),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ARHGEF10,GO_Biological_Process_2018
regulation of cytoplasmic transport (GO:1903649),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SRC,GO_Biological_Process_2018
desensitization of G-protein coupled receptor protein signaling pathway (GO:0002029),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ARRB2,GO_Biological_Process_2018
T-helper cell lineage commitment (GO:0002295),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,STAT3,GO_Biological_Process_2018
atrial cardiac muscle cell to AV node cell signaling (GO:0086026),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,GJA1,GO_Biological_Process_2018
negative regulation of voltage-gated potassium channel activity (GO:1903817),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SUMO1,GO_Biological_Process_2018
peptidyl-lysine hydroxylation (GO:0017185),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,JMJD6,GO_Biological_Process_2018
deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,DCP1A,GO_Biological_Process_2018
response to hydroxyurea (GO:0072710),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ATRX,GO_Biological_Process_2018
lung epithelium development (GO:0060428),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ASCL1,GO_Biological_Process_2018
negative regulation of centriole replication (GO:0046600),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,BRCA1,GO_Biological_Process_2018
ketone biosynthetic process (GO:0042181),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CACNA1H,GO_Biological_Process_2018
angiogenesis involved in wound healing (GO:0060055),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SRF,GO_Biological_Process_2018
negative regulation of establishment of protein localization (GO:1904950),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,TERF1,GO_Biological_Process_2018
negative regulation of mRNA polyadenylation (GO:1900364),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CDK9,GO_Biological_Process_2018
regulation of type B pancreatic cell development (GO:2000074),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CLOCK,GO_Biological_Process_2018
positive regulation of regulatory T cell differentiation (GO:0045591),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,BCL6,GO_Biological_Process_2018
positive regulation of monocyte differentiation (GO:0045657),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CD4,GO_Biological_Process_2018
positive regulation of mRNA 3'-end processing (GO:0031442),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,HSF1,GO_Biological_Process_2018
positive regulation of vasculogenesis (GO:2001214),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,TMEM100,GO_Biological_Process_2018
establishment of protein localization to chromatin (GO:0071169),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,NIPBL,GO_Biological_Process_2018
catecholamine catabolic process (GO:0042424),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,MAOB,GO_Biological_Process_2018
cGMP-mediated signaling (GO:0019934),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,PDE3A,GO_Biological_Process_2018
regulation of lipid transport (GO:0032368),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,NCOR1,GO_Biological_Process_2018
leptin-mediated signaling pathway (GO:0033210),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,STAT3,GO_Biological_Process_2018
positive regulation of interleukin-2 biosynthetic process (GO:0045086),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CD4,GO_Biological_Process_2018
peripheral nervous system axon ensheathment (GO:0032292),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ARHGEF10,GO_Biological_Process_2018
regulation of sensory perception (GO:0051931),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,TMEM100,GO_Biological_Process_2018
glomerular epithelial cell development (GO:0072310),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,JAG1,GO_Biological_Process_2018
positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ATF2,GO_Biological_Process_2018
monocyte activation (GO:0042117),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,FOXP1,GO_Biological_Process_2018
negative regulation of vascular permeability (GO:0043116),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,PDE3A,GO_Biological_Process_2018
positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,DDX5,GO_Biological_Process_2018
bone resorption (GO:0045453),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,SRC,GO_Biological_Process_2018
osteoblast development (GO:0002076),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,GLI2,GO_Biological_Process_2018
positive regulation of viral entry into host cell (GO:0046598),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CD4,GO_Biological_Process_2018
aldehyde biosynthetic process (GO:0046184),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,CACNA1H,GO_Biological_Process_2018
histone H3-K36 demethylation (GO:0070544),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,KDM4A,GO_Biological_Process_2018
depyrimidination (GO:0045008),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,MBD4,GO_Biological_Process_2018
response to leptin (GO:0044321),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,STAT3,GO_Biological_Process_2018
regulation of receptor binding (GO:1900120),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,B2M,GO_Biological_Process_2018
succinate metabolic process (GO:0006105),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,STAT5B,GO_Biological_Process_2018
response to vitamin D (GO:0033280),1/8,0.1506491355671008,0.2668072721073567,0,0,6.943991492378589,13.143599258783132,ALPL,GO_Biological_Process_2018
negative regulation of protein binding (GO:0032091),3/67,0.1535101682258162,0.271685242096455,0,0,2.28319825436409,4.278687207136289,KDM1A;ARRB2;B2M,GO_Biological_Process_2018
positive regulation of cell motility (GO:2000147),6/179,0.1552162301437648,0.2745137635273673,0,0,1.6925378336770558,3.1530898327196257,XBP1;RACK1;PDGFA;SNAI2;HRAS;PTK2,GO_Biological_Process_2018
protein import into nucleus (GO:0006606),4/103,0.1554745244969012,0.2747796283643151,0,0,1.9693939393939397,3.6655805345819976,BCL6;SYK;STAT3;CTNNB1,GO_Biological_Process_2018
regulation of cyclin-dependent protein kinase activity (GO:1904029),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,CCNK;CCNT2,GO_Biological_Process_2018
positive regulation of NIK/NF-kappaB signaling (GO:1901224),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,TRAF6;RELA,GO_Biological_Process_2018
negative regulation of cell-substrate adhesion (GO:0010812),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,JAG1;AJAP1,GO_Biological_Process_2018
positive regulation of peptide secretion (GO:0002793),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,TGFB2;ANKRD1,GO_Biological_Process_2018
negative regulation of protein kinase B signaling (GO:0051898),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,RACK1;ARRB2,GO_Biological_Process_2018
negative regulation of protein complex assembly (GO:0031333),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,EP300;RAF1,GO_Biological_Process_2018
regulation of mitotic spindle organization (GO:0060236),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,SMC3;SMC1A,GO_Biological_Process_2018
membrane protein proteolysis (GO:0033619),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,TRAF6;RELA,GO_Biological_Process_2018
carbohydrate catabolic process (GO:0016052),2/35,0.1570802455802983,0.2758931849564246,0,0,2.949344188150158,5.4592316265591165,NEU1;ENO2,GO_Biological_Process_2018
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),3/68,0.1583487386459548,0.2777377945237457,0,0,2.2479570305006717,4.142884709366816,SRC;RAF1;KLF4,GO_Biological_Process_2018
negative regulation of phosphatase activity (GO:0010923),3/68,0.1583487386459548,0.2777377945237457,0,0,2.2479570305006717,4.142884709366816,TGFB2;ELL;SYTL2,GO_Biological_Process_2018
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),5/142,0.1606054718897813,0.2784118243514424,0,0,1.7799059693028192,3.255099879829197,TGFB2;CADM3;ITGAM;CELSR2;NECTIN1,GO_Biological_Process_2018
mitotic cell cycle phase transition (GO:0044772),7/221,0.1612952959127248,0.2784118243514424,0,0,1.5969537889310013,2.9136716642661,RB1;MAX;MYC;TUBB;CDK2;RPS27A;FOXM1,GO_Biological_Process_2018
cellular protein modification process (GO:0006464),25/1001,0.1613457815721313,0.2784118243514424,0,0,1.2584346208746051,2.2956433635920024,PRKDC;EPAS1;UBE2D2;PTPRK;HIF1A;C3;PSMB4;PSMD4;WDR5;FYN;TGFB2;UBE2I;SYK;FBXO17;RUNX3;PSMB8;CDK9;B3GNT8;CREB1;LCK;CDK2;B3GNT2;ERG;RAF1;TAF1,GO_Biological_Process_2018
regulation of endocytosis (GO:0030100),3/69,0.1632336384112656,0.2784118243514424,0,0,2.213783722511902,4.012644027626295,SYK;SRC;FLOT1,GO_Biological_Process_2018
regulation of osteoblast differentiation (GO:0045667),3/69,0.1632336384112656,0.2784118243514424,0,0,2.213783722511902,4.012644027626295,DDX5;SNAI2;PTK2,GO_Biological_Process_2018
lymphocyte proliferation (GO:0046651),2/36,0.1642188735229526,0.2784118243514424,0,0,2.862452443664033,5.171178193099209,CD40;CD40LG,GO_Biological_Process_2018
calcium ion transmembrane import into cytosol (GO:0097553),2/36,0.1642188735229526,0.2784118243514424,0,0,2.862452443664033,5.171178193099209,GRIN2A;LCK,GO_Biological_Process_2018
"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",2/36,0.1642188735229526,0.2784118243514424,0,0,2.862452443664033,5.171178193099209,TCF7L2;CTNNB1,GO_Biological_Process_2018
Ras protein signal transduction (GO:0007265),7/223,0.1664729220965433,0.2784118243514424,0,0,1.5820039182759589,2.836410598675492,RB1;JUN;TRIM28;SETDB1;CDK2;TP53;HRAS,GO_Biological_Process_2018
positive regulation of cellular catabolic process (GO:0031331),4/106,0.1670592355049589,0.2784118243514424,0,0,1.9111764705882357,3.4198722218464663,UPF1;VPS11;ARNT;HIF1A,GO_Biological_Process_2018
cellular protein complex assembly (GO:0043623),5/144,0.1671693342783481,0.2784118243514424,0,0,1.7541155045888102,3.1376706051258823,SMAD2;SMAD4;SMAD3;PSMD4;SRC,GO_Biological_Process_2018
negative regulation of circadian rhythm (GO:0042754),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SIN3A,GO_Biological_Process_2018
regulation of immunoglobulin secretion (GO:0051023),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,XBP1,GO_Biological_Process_2018
negative regulation of NIK/NF-kappaB signaling (GO:1901223),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,RELA,GO_Biological_Process_2018
positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901838),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SMARCA4,GO_Biological_Process_2018
negative regulation of leukocyte chemotaxis (GO:0002689),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,PADI2,GO_Biological_Process_2018
RNA destabilization (GO:0050779),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,DXO,GO_Biological_Process_2018
negative regulation of phagocytosis (GO:0050765),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,RACK1,GO_Biological_Process_2018
manganese ion transport (GO:0006828),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,TRPC6,GO_Biological_Process_2018
regulation of protein acetylation (GO:1901983),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,KAT5,GO_Biological_Process_2018
positive regulation of production of molecular mediator of immune response (GO:0002702),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,XBP1,GO_Biological_Process_2018
response to UV-C (GO:0010225),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,YY1,GO_Biological_Process_2018
regulation of macrophage cytokine production (GO:0010935),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,TGFB2,GO_Biological_Process_2018
negative regulation of response to reactive oxygen species (GO:1901032),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NFE2L2,GO_Biological_Process_2018
ATF6-mediated unfolded protein response (GO:0036500),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,XBP1,GO_Biological_Process_2018
positive regulation of triglyceride biosynthetic process (GO:0010867),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SREBF1,GO_Biological_Process_2018
microtubule anchoring at centrosome (GO:0034454),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,KIF3A,GO_Biological_Process_2018
postsynaptic membrane assembly (GO:0097104),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NRXN2,GO_Biological_Process_2018
negative regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902894),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SRF,GO_Biological_Process_2018
regulation of interleukin-1 secretion (GO:0050704),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,FOXP1,GO_Biological_Process_2018
oligosaccharide catabolic process (GO:0009313),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NEU1,GO_Biological_Process_2018
regulation of SNARE complex assembly (GO:0035542),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,VPS11,GO_Biological_Process_2018
negative regulation of catenin import into nucleus (GO:0035414),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SNAI2,GO_Biological_Process_2018
regulation of microtubule-based movement (GO:0060632),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,HDAC6,GO_Biological_Process_2018
regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903069),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NFE2L2,GO_Biological_Process_2018
positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,CADM3,GO_Biological_Process_2018
cellular response to dopamine (GO:1903351),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,GABPA,GO_Biological_Process_2018
embryonic forelimb morphogenesis (GO:0035115),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NIPBL,GO_Biological_Process_2018
adipose tissue development (GO:0060612),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,XBP1,GO_Biological_Process_2018
negative regulation of mRNA 3'-end processing (GO:0031441),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,CDK9,GO_Biological_Process_2018
positive regulation of immunoglobulin secretion (GO:0051024),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,XBP1,GO_Biological_Process_2018
regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000586),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,PDGFA,GO_Biological_Process_2018
positive regulation of ion transmembrane transport (GO:0034767),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,TRPC6,GO_Biological_Process_2018
peptidyl-arginine omega-N-methylation (GO:0035247),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,CARM1,GO_Biological_Process_2018
regulation of integrin activation (GO:0033623),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SRC,GO_Biological_Process_2018
response to dopamine (GO:1903350),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,GABPA,GO_Biological_Process_2018
response to muscle stretch (GO:0035994),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,ANKRD1,GO_Biological_Process_2018
establishment of viral latency (GO:0019043),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,XRCC6,GO_Biological_Process_2018
regulation of sensory perception of pain (GO:0051930),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,TMEM100,GO_Biological_Process_2018
regulation of skeletal muscle cell differentiation (GO:2001014),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,DDX5,GO_Biological_Process_2018
columnar/cuboidal epithelial cell differentiation (GO:0002065),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SOX4,GO_Biological_Process_2018
positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,CADM3,GO_Biological_Process_2018
peptidyl-amino acid modification (GO:0018193),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,MDM2,GO_Biological_Process_2018
production of siRNA involved in RNA interference (GO:0030422),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,TERT,GO_Biological_Process_2018
regulation of Rac protein signal transduction (GO:0035020),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,OGT,GO_Biological_Process_2018
peptidyl-arginine methylation (GO:0018216),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,CARM1,GO_Biological_Process_2018
interleukin-23-mediated signaling pathway (GO:0038155),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,STAT3,GO_Biological_Process_2018
negative regulation of protein sumoylation (GO:0033234),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,CTNNB1,GO_Biological_Process_2018
negative regulation of alcohol biosynthetic process (GO:1902931),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,SCAP,GO_Biological_Process_2018
regulation of natural killer cell activation (GO:0032814),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,MICA,GO_Biological_Process_2018
negative regulation of heterotypic cell-cell adhesion (GO:0034115),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,KLF4,GO_Biological_Process_2018
regulation of cell-cell adhesion involved in gastrulation (GO:0070587),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,KLF4,GO_Biological_Process_2018
regulation of organ morphogenesis (GO:2000027),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,AJAP1,GO_Biological_Process_2018
endothelial cell chemotaxis (GO:0035767),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NR4A1,GO_Biological_Process_2018
postsynaptic density organization (GO:0097106),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,NRXN2,GO_Biological_Process_2018
regulation of cell-cell adhesion mediated by cadherin (GO:2000047),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,FLOT1,GO_Biological_Process_2018
regulation of leukocyte activation (GO:0002694),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,LCK,GO_Biological_Process_2018
negative regulation of interferon-beta production (GO:0032688),1/9,0.1678128638723428,0.2784118243514424,0,0,6.075682382133995,10.844520880520044,YY1,GO_Biological_Process_2018
